	H1_1	H1_2	H1_3	H1_4	H1_5	H1_6	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	H3_1	H3_2	H3_3	H3_4	H3_5	H3_6	BS1	BS2	BS3
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_Niastella	8	1	6	2	11	20	9	0	9	18	3	5	12	6	1	1	2	0	10	6	14
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__uncultured_soil	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1;s__uncultured_bacterium	17	12	11	7	16	7	10	18	11	20	19	21	13	0	15	11	14	14	13	9	20
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__metagenome	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__unclassified_Phaeodactylibacter	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__uncultured_bacterium	0	5	3	0	0	0	0	0	0	0	3	0	2	5	2	0	0	0	0	6	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__metagenome	0	2	4	3	3	4	0	5	3	0	4	1	3	3	11	0	2	0	0	0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__unclassified_uncultured	22	0	0	11	13	6	3	16	27	18	10	9	0	11	2	25	8	6	7	10	57
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_bacterium	4	0	6	3	4	12	4	0	1	15	1	7	0	1	2	0	1	3	4	2	5
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Bacteroidetes	0	0	0	0	0	0	8	0	0	9	16	4	0	0	3	0	0	0	11	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Haliscomenobacter	7	4	0	22	0	1	8	12	0	0	8	14	7	0	0	0	7	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_soil	22	2	9	0	19	1	7	0	6	0	7	7	9	0	9	2	13	11	0	6	13
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__unclassified_Chitinophagales;g__unclassified_Chitinophagales;s__unclassified_Chitinophagales	1	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__metagenome	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__unclassified_uncultured	0	3	7	4	13	5	0	3	6	10	7	5	0	0	4	0	2	0	7	2	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_bacterium	0	0	2	0	0	4	0	0	0	1	0	0	0	0	3	0	0	0	0	9	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_Saprospiraceae	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__unclassified_Sporocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__metagenome	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__unclassified_Adhaeribacter	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	7
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__uncultured_soil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__unclassified_Hymenobacter	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Chryseolinea;s__uncultured_bacterium	0	0	0	0	7	0	9	2	0	9	5	0	0	0	9	0	0	0	5	0	4
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;s__metagenome	4	7	3	14	0	0	0	10	6	0	5	8	20	8	0	0	9	11	2	0	8
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;s__unclassified_Ohtaekwangia	12	2	13	0	19	26	10	4	1	0	25	0	0	41	9	5	0	12	0	12	1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;s__uncultured_bacterium	4	0	8	0	0	0	3	1	0	0	0	0	0	10	6	0	0	0	0	1	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia;s__uncultured_Bacteroidetes	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__unclassified_Microscillaceae;s__unclassified_Microscillaceae	0	0	0	0	11	8	8	3	0	0	0	0	0	0	0	6	1	3	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__metagenome	8	0	20	0	0	0	6	6	9	8	10	0	0	70	0	0	0	3	0	5	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__unclassified_uncultured	35	14	17	9	22	25	28	19	17	30	30	24	14	81	16	5	13	38	24	19	5
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__uncultured_Flexibacter	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__uncultured_Flexibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__uncultured_Ohtaekwangia	0	4	6	0	0	0	0	0	0	11	8	10	0	15	1	0	4	7	0	0	6
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__uncultured_soil	6	3	5	0	0	0	5	0	0	8	10	1	0	12	0	0	6	0	2	0	8
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__unclassified_Dyadobacter	4	0	0	4	6	0	0	3	0	3	7	0	0	9	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__unclassified_Crocinitomix	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__unclassified_Fluviicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured;s__uncultured_bacterium	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_frigidimaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_hauense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_resistens	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__unclassified_Flavobacterium	0	3	0	0	8	0	3	0	2	0	0	5	0	29	0	0	0	0	2	7	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;s__metagenome	3	10	7	24	23	26	30	12	5	23	12	10	5	7	19	7	5	11	9	26	15
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;s__unclassified_NS9_marine_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_daecheongense	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_defluvii	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_kwangjuense	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_lathyri	0	0	0	0	0	4	2	3	0	0	5	0	0	3	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_soldanellicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_wanjuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__unclassified_Chryseobacterium	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__metagenome	3	5	0	0	0	7	6	7	1	4	11	3	0	6	6	6	0	0	0	7	10
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__unclassified_AKYH767	0	0	5	0	0	13	7	7	0	6	2	13	0	0	0	0	0	0	0	0	4
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__uncultured_bacterium	7	8	4	23	5	12	4	6	19	14	16	4	6	0	11	4	0	0	3	21	9
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17;s__unclassified_env.OPS_17	7	5	3	6	0	13	0	0	10	12	0	1	0	0	0	4	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17;g__env.OPS_17;s__uncultured_Bacteroidetes	0	5	0	0	0	0	8	4	0	0	4	6	0	2	0	10	0	8	2	0	15
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__FFCH9454;g__FFCH9454;s__uncultured_bacterium	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__KD3-93;g__KD3-93;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__KD3-93;g__KD3-93;s__uncultured_Bacteroidetes	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__Bacteroidetes_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__metagenome	0	0	0	0	0	5	0	6	0	6	1	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__unclassified_NS11-12_marine_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__uncultured_Bacteroidetes	0	2	0	0	0	4	0	0	0	1	2	2	0	0	0	0	0	3	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__unclassified_Mucilaginibacter	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__metagenome	0	0	0	0	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_agri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__unclassified_Pedobacter	7	5	6	13	11	13	6	7	0	19	7	9	0	54	4	9	0	9	2	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitalea_canadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacteriaceae;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_sp.	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__unclassified_Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__unclassified_Sphingobacteriaceae;s__unclassified_Sphingobacteriaceae	0	0	3	4	0	0	0	4	9	0	0	0	4	1	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__uncultured;s__metagenome	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__uncultured;s__uncultured_Sphingobacteriaceae	0	0	0	0	0	0	0	2	5	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__unclassified_Sphingobacteriales;g__unclassified_Sphingobacteriales;s__unclassified_Sphingobacteriales	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__unclassified_Bacteroidia;f__unclassified_Bacteroidia;g__unclassified_Bacteroidia;s__unclassified_Bacteroidia	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36;g__PHOS-HE36;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__Kryptoniales;f__BSV26;g__BSV26;s__unclassified_BSV26	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	8	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__Kryptoniales;f__BSV26;g__BSV26;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__Kryptoniales;f__BSV26;g__BSV26;s__uncultured_Chlorobi	5	3	0	0	0	4	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__unclassified_OPB56	9	7	0	10	13	0	7	3	5	16	15	11	5	0	6	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__uncultured_bacterium	9	0	7	4	9	13	24	5	3	0	1	7	5	0	7	3	6	4	8	2	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__uncultured_Chlorobi	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__uncultured_Chlorobiales	6	0	9	7	15	20	9	6	14	23	4	21	0	9	0	0	0	23	11	19	29
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__uncultured_sludge	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__OPB56;g__OPB56;s__uncultured_soil	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28;s__metagenome	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28;s__unclassified_SJA-28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28;s__uncultured_bacterium	0	0	4	0	0	3	0	0	0	0	7	0	1	6	0	0	0	0	0	2	0
d__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28;s__uncultured_Ignavibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermaceae;s__metagenome	10	5	4	6	6	8	0	5	8	10	5	7	13	3	0	2	8	7	0	3	0
d__Bacteria;p__Bacteroidetes;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermaceae;s__uncultured_bacterium	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__unclassified_Rhodothermaceae;s__unclassified_Rhodothermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__uncultured;s__unclassified_uncultured	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidetes;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__uncultured;s__uncultured_Bacteroidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__metagenome	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__unclassified_BRC1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	4	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__uncultured_Acidobacteria	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__uncultured_Desulfocaldus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__BRC1;c__BRC1;o__BRC1;f__BRC1;g__BRC1;s__uncultured_organism	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__cvE6;g__cvE6;s__metagenome	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__cvE6;g__cvE6;s__uncultured_bacterium	0	0	0	6	0	0	0	0	0	9	0	0	0	3	0	0	4	0	2	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus_Protochlamydia;s__Candidatus_Protochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia;s__unclassified_Neochlamydia	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia;s__uncultured_bacterium	1	0	0	0	0	1	0	0	0	0	2	3	0	8	2	0	0	0	0	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__unclassified_Parachlamydiaceae;s__unclassified_Parachlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Ga0074140;s__Chlamydiae_bacterium	3	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0
